id,lat,lon
1,-25.8305329245283,48.37958872017354
2,-25.80288820754717,39.07970838756327
3,-25.80288820754717,49.00934439624006
4,-25.775243490566037,35.62337490961678
5,-25.706131698113207,50.12240093998554
6,-25.73377641509434,47.2518866955893
7,-25.775243490566037,34.86180990600145
8,-25.706131698113207,46.519612653651485
9,-25.678486981132075,35.3451107736804
10,-25.59555283018868,50.79609305856833
11,-25.62319754716981,46.12418467100506
12,-25.609375188679245,49.60980911062907
13,-25.52644103773585,46.84181323210412
14,-25.471151603773585,53.3883431670282
15,-25.45732924528302,36.37029443239335
16,-25.45732924528302,35.72589327548807
17,-25.38821745283019,50.21027382501808
18,-25.34675037735849,48.555334490238614
19,-25.31910566037736,46.56354909616775
20,-25.1808820754717,49.69768199566161
21,-25.194704433962265,47.442277946493135
22,-25.222349150943394,37.029341070137384
23,-25.084125566037734,35.74053875632683
24,-25.015013773584904,34.46638192335503
25,-25.00119141509434,46.94433159797542
26,-25.111770283018867,47.99880621836587
27,-25.02883613207547,50.59105632682574
28,-24.93207962264151,51.96773152566884
29,-24.904434905660377,48.643207375271146
30,-24.93207962264151,49.08257180043384
31,-24.849145471698115,50.21027382501808
32,-24.75238896226415,51.73340383224874
33,-24.65563245283019,51.39655777295734
34,-24.738566603773585,49.30225401301519
35,-24.669454811320755,37.92271540130152
36,-24.75238896226415,35.4476291395517
37,-24.710921886792455,49.77090939985539
38,-24.558875943396224,48.584625451916125
39,-24.47594179245283,52.90504229934924
40,-24.393007641509435,51.83592219812003
41,-24.572698301886792,37.014695589298626
42,-24.531231226415095,51.01577527114968
43,-24.24096169811321,50.312792190889375
44,-24.51740886792453,36.28242154736081
45,-24.185672264150945,52.89039681851048
46,-24.19949462264151,51.39655777295734
47,-24.185672264150945,52.289932104121476
48,-24.144205188679244,41.95022263195951
49,-24.08891575471698,36.78036789587853
50,-23.97833688679245,50.94254786695589
51,-23.92304745283019,52.1141863340564
52,-24.13038283018868,49.18509016630513
53,-23.729534433962264,38.50853463485177
54,-23.688067358490567,49.69768199566161
55,-23.632777924528302,37.45406001446132
56,-23.508376698113207,52.05560441070138
57,-23.43926490566038,52.93433326102675
58,-23.618955566037734,50.19562834417932
59,-23.42544254716981,50.386019595083155
60,-23.46690962264151,39.3726180043384
61,-23.314863679245285,53.94487143890095
62,-23.383975471698115,36.150612219812004
63,-23.43926490566038,36.897531742588576
64,-23.25957424528302,43.649098409255245
65,-23.28721896226415,49.31689949385394
66,-23.093705943396227,35.82841164135937
67,-23.12135066037736,53.520152494577005
68,-22.94166,54.54533615328995
69,-23.01077179245283,50.85467498192335
70,-22.83108113207547,50.40066507592191
71,-22.83108113207547,37.61516030368764
72,-22.789614056603774,49.93200968908171
73,-22.886370566037737,53.16866095444686
74,-22.69285754716981,51.381912292118585
75,-22.706679905660376,54.35494490238612
76,-22.623745754716982,49.580518148951555
77,-22.59610103773585,48.672498336948664
78,-22.540811603773584,37.41012357194505
79,-22.416410377358492,53.79841663051338
80,-22.361120943396227,51.499076138828634
81,-22.374943301886795,50.488537960954446
82,-22.444055094339625,52.12883181489516
83,-22.153785566037733,38.069170209689084
84,-22.09849613207547,35.799120679681856
85,-21.93262783018868,38.27420694143167
86,-21.808226603773583,51.39655777295734
87,-21.766759528301886,53.66660730296457
88,-21.808226603773583,37.71767866955893
89,-21.752937169811318,38.08381569052784
90,-21.72529245283019,49.3315449746927
91,-21.65618066037736,52.55355075921909
92,-21.5179570754717,38.99183550253073
93,-21.50413471698113,38.25956146059291
94,-21.44884528301887,35.66731135213305
95,-21.40737820754717,53.91558047722343
96,-21.20004283018868,53.285824801156906
97,-21.172398113207546,38.68428040491685
98,-21.282976981132073,37.995942805495304
99,-20.92359566037736,39.15293579175705
100,-20.826839150943396,53.09543355025308
101,-20.536569622641508,52.333868546637746
102,-20.56421433962264,38.55247107736804
103,-20.522747264150944,39.6069456977585
104,-20.481280188679243,48.93611699204628
105,-20.453635471698114,54.135262689804776
106,-20.108076509433964,35.43298365871294
107,-20.08043179245283,51.294039407086046
108,-20.066609433962263,39.48978185104845
109,-19.956030566037736,44.27885408532177
110,-19.70722811320755,35.022910195227766
111,-19.77633990566038,40.11953752711497
112,-19.679583396226413,39.38726348517715
113,-19.49989273584906,35.60872942877802
114,-19.472248018867923,39.943791757049894
115,-19.430780943396226,53.73983470715835
116,-19.195800849056603,36.61926760665221
117,-19.18197849056604,52.231350180766455
118,-18.877886603773586,40.32457425885756
119,-18.89170896226415,39.958437237888646
120,-18.739663018867923,36.85359530007231
121,-18.435571132075474,54.237781055676066
122,-18.324992264150943,36.67784953000723
123,-18.29734754716981,42.4921054229935
124,-18.283525188679246,40.25134685466378
125,-18.214413396226416,49.551227187274044
126,-18.15912396226415,50.547119884309474
127,-18.29734754716981,39.63623665943601
128,-17.993255660377358,41.21794859002169
129,-17.979433301886793,40.734647722342736
130,-17.924143867924528,49.463354302241505
131,-17.979433301886793,37.292959725235
132,-17.88267679245283,36.868240780911066
133,-17.730630849056602,41.086139262472884
134,-17.412716603773585,40.13418300795372
135,-17.28831537735849,39.72410954446855
136,-16.62484216981132,43.82484417932032
137,-16.62484216981132,41.833058785249456
138,-16.763065754716983,40.48567454808388
139,-16.928934056603772,41.774476861894435
140,-16.458973867924527,39.69481858279104
141,-16.48661858490566,40.13418300795372
142,-16.07194783018868,44.27885408532177
143,-16.113414905660377,39.943791757049894
144,-16.044303113207548,40.72000224150398
145,-15.975191320754718,43.54658004338395
146,-15.975191320754718,42.682496673897326
147,-15.68492179245283,43.82484417932032
148,-15.588165283018867,46.29993044107014
149,-15.40847462264151,42.57997830802603
150,-15.40847462264151,53.373697686189445
151,-15.297895754716981,44.19098120028923
152,-14.966159150943396,44.2349176428055
153,-14.689711981132076,41.32046695589299
154,-14.551488396226414,52.39245046999277
155,-14.261218867924528,40.67606579898771
156,-14.15064,46.00702082429501
157,-14.053883490566038,40.866457049891544
158,-14.040061132075472,42.038095516992044
159,-13.970949339622642,45.728756688358644
160,-13.915659905660377,41.71589493853941
161,-13.708324528301887,54.1938446131598
162,-13.653035094339621,45.18687389732466
163,-13.611568018867924,46.87110419378163
164,-13.639212735849057,44.02988091106291
165,-13.611568018867924,43.61980744757773
166,-13.473344433962264,45.787338611713665
167,-13.252186698113206,42.57997830802603
168,-13.017206603773584,44.16169023861171
169,-13.00338424528302,40.807875126536516
170,-13.113963113207546,46.548903615328996
171,-12.726937075471698,44.26420860448301
172,-12.61635820754717,46.56354909616775
173,-12.602535849056604,48.56997997107737
174,-12.450489905660378,46.9150406362979
175,-12.16022037735849,44.02988091106291
176,-12.187865094339623,49.30225401301519
177,-12.187865094339623,45.90450245842372
178,-12.13257566037736,44.36672697035431
179,-12.174042735849056,47.26653217642806
180,-12.035819150943396,48.90682603036876
181,-11.869950849056604,41.62802205350687
182,-11.676437830188679,43.22437946493131
183,-11.717904905660378,40.954329934924075
184,-11.621148396226415,49.11186276211135
185,-11.704082547169811,45.26010130151844
186,-11.690260188679245,48.394234201012296
187,-11.28941179245283,49.88807324656544
188,-11.552036603773585,47.83770592913955
189,-11.247944716981133,46.43173976861895
190,-11.275589433962264,45.538365437454814
191,-11.261767075471697,44.806091395516994
